iAF1260_BIGG,Subsystem,name,reaction_string
BUTSO3abcpp,S_Transport__Inner_Membrane,Butanesulfonate transport via ABC system (periplasm),atp_c + h2o_c + butso3_p <-> adp_c + butso3_c + h_c + pi_c
BUTt2rpp,S_Transport__Inner_Membrane,"Butyrate transport via proton symport, reversible (periplasm)",but_p + h_p <-> but_c + h_c
BUTtex,S_Transport__Outer_Membrane_Porin,Butyrate transport via diffusion (extracellular to periplasm),but_e <-> but_p
CA2t3pp,S_Inorganic_Ion_Transport_and_Metabolism,Calcium (Ca+2) transport out via proton antiport (periplasm),ca2_c + h_p <-> h_c + ca2_p
CA2tex,S_Transport__Outer_Membrane_Porin,Calcium (Ca+2) transport via diffusion (extracellular to periplasm),ca2_e <-> ca2_p
CBItonex,S_Transport__Outer_Membrane,Cobinamide transport via ton system (extermal),cbi_e + h_p <-> h_c + cbi_p
CBIuabcpp,S_Transport__Inner_Membrane,"Cobinamide transport via ABC system (uptake, periplasm)",atp_c + h2o_c + cbi_p <-> adp_c + cbi_c + h_c + pi_c
CBL1abcpp,S_Transport__Inner_Membrane,Cob(1)alamin transport via ABC system (periplasm),atp_c + h2o_c + cbl1_p <-> adp_c + cbl1_c + h_c + pi_c
CBMKr,S_Unassigned,Carbamate kinase,atp_c + co2_c + nh4_c <-> adp_c + cbp_c + 2.0 h_c
CBPS,S_Arginine_and_Proline_Metabolism,Carbamoyl-phosphate synthase (glutamine-hydrolysing),2.0 atp_c + gln__L_c + h2o_c + hco3_c <-> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c
CD2abcpp,S_Inorganic_Ion_Transport_and_Metabolism,Cadmium (Cd+2) ABC transporter (periplasm),atp_c + cd2_c + h2o_c <-> adp_c + h_c + pi_c + cd2_p
CD2t3pp,S_Inorganic_Ion_Transport_and_Metabolism,Cadmium (Cd+2) transport out via proton antiport (periplasm),cd2_c + h_p <-> h_c + cd2_p
CDAPPA140,S_Glycerophospholipid_Metabolism,CDP-Diacylglycerol pyrophostatase (n-C14:0),cdpdtdecg_c + h2o_c <-> cmp_c + 2.0 h_c + pa140_c
CDAPPA141,S_Glycerophospholipid_Metabolism,CDP-Diacylglycerol pyrophostatase (n-C14:1),cdpdtdec7eg_c + h2o_c <-> cmp_c + 2.0 h_c + pa141_c
CDAPPA180,S_Glycerophospholipid_Metabolism,CDP-Diacylglycerol pyrophostatase (n-C18:0),cdpdodecg_c + h2o_c <-> cmp_c + 2.0 h_c + pa180_c
CDPMEK,S_Cofactor_and_Prosthetic_Group_Biosynthesis,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,4c2me_c + atp_c <-> 2p4c2me_c + adp_c + h_c
CFAS160E,S_Glycerophospholipid_Metabolism,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)",2.0 amet_c + pe161_c <-> 2.0 ahcys_c + cpe160_c + 2.0 h_c
CFAS180E,S_Glycerophospholipid_Metabolism,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)",2.0 amet_c + pe181_c <-> 2.0 ahcys_c + cpe180_c + 2.0 h_c
CGLYabcpp,S_Transport__Inner_Membrane,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),atp_c + h2o_c + cgly_p <-> adp_c + cgly_c + h_c + pi_c
CGLYtex,S_Transport__Outer_Membrane_Porin,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),cgly_e <-> cgly_p
CHLt2pp,S_Transport__Inner_Membrane,Choline transport via proton symport (periplasm),chol_p + h_p <-> chol_c + h_c
CHORM,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,Chorismate mutase,chor_c <-> pphn_c
CHRPL,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Chorismate pyruvate lyase,chor_c <-> 4hbz_c + pyr_c
CINNDO,S_Alternate_Carbon_Metabolism,Cinnamate dioxygenase,cinnm_c + h_c + nadh_c + o2_c <-> cenchddd_c + nad_c
CITL,S_Citric_Acid_Cycle,Citrate lyase,cit_c <-> ac_c + oaa_c
CITtex,S_Transport__Outer_Membrane_Porin,Citrate transport via diffusion (extracellular to periplasm),cit_e <-> cit_p
CLPNH140pp,S_Glycerophospholipid_Metabolism,"Cardiolipin hydrolase (periplasm, n-C14:0)",clpn140_p + h2o_p <-> h_p + pa140_p + pg140_p
CLPNH160pp,S_Glycerophospholipid_Metabolism,"Cardiolipin hydrolase (periplasm, n-C16:0)",clpn160_p + h2o_p <-> h_p + pa160_p + pg160_p
CLPNH161pp,S_Glycerophospholipid_Metabolism,"Cardiolipin hydrolase (periplasm, n-C16:1)",clpn161_p + h2o_p <-> h_p + pa161_p + pg161_p
CLPNH181pp,S_Glycerophospholipid_Metabolism,"Cardiolipin hydrolase (periplasm, n-C18:1)",clpn181_p + h2o_p <-> h_p + pa181_p + pg181_p
CLPNS141pp,S_Glycerophospholipid_Metabolism,"Cardiolipin synthase (periplasmic, n-C14:1)",2.0 pg141_p <-> clpn141_p + glyc_p
CLPNS160pp,S_Glycerophospholipid_Metabolism,"Cardiolipin synthase (periplasmic, n-C16:0)",2.0 pg160_p <-> clpn160_p + glyc_p
CLPNS180pp,S_Glycerophospholipid_Metabolism,"Cardiolipin synthase (periplasmic, n-C18:0)",2.0 pg180_p <-> clpn180_p + glyc_p
CLt3_2pp,S_Inorganic_Ion_Transport_and_Metabolism,Chloride transport out via proton antiport (2:1) (periplasm),h_c + 2.0 cl_p <-> 2.0 cl_c + h_p
CLtex,S_Transport__Outer_Membrane_Porin,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),cl_e <-> cl_p
CMPN,S_Nucleotide_Salvage_Pathway,CMP nucleosidase,cmp_c + h2o_c <-> csn_c + r5p_c
CO2tex,S_Transport__Outer_Membrane_Porin,CO2 transport via diffusion (extracellular to periplasm),co2_e <-> co2_p
CO2tpp,S_Transport__Inner_Membrane,CO2 transporter via diffusion (periplasm),co2_p <-> co2_c
COBALT2abcpp,S_Inorganic_Ion_Transport_and_Metabolism,Cobalt (Co+2) ABC transporter (periplasm),atp_c + cobalt2_c + h2o_c <-> adp_c + h_c + pi_c + cobalt2_p
COLIPAabcpp,S_Lipopolysaccharide_Biosynthesis__Recycling,Core oligosaccharide lipid A transport via ABC system (periplasm),atp_c + colipa_c + h2o_c <-> adp_c + h_c + pi_c + colipa_p
CPGNR1,S_Inorganic_Ion_Transport_and_Metabolism,Coprogen(Fe(III)) reductase,2.0 cpgn_c + fadh2_c <-> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c
CPGNR2,S_Inorganic_Ion_Transport_and_Metabolism,Coprogen(Fe(III)) reductase,2.0 cpgn_c + fmnh2_c <-> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c
CPGNUtpp,S_Inorganic_Ion_Transport_and_Metabolism,Coprogen unloaded secretion,cpgn_un_c + h_p <-> h_c + cpgn_un_p
CPGNabcpp,S_Transport__Inner_Membrane,Coprogen transport via ABC system (periplasm),atp_c + h2o_c + cpgn_p <-> adp_c + cpgn_c + h_c + pi_c
CRNBTCT,S_Oxidative_Phosphorylation,Gamma-butyrobetainyl-CoA: carnitine CoA transferase,bbtcoa_c + crn_c <-> crncoa_c + gbbtn_c
CRNDCAL2,S_Oxidative_Phosphorylation,D-Carnitine-CoA Ligase,atp_c + coa_c + crn__D_c <-> adp_c + crnDcoa_c + pi_c
CRNDabcpp,S_Transport__Inner_Membrane,D-carnitine transport via ABC system (periplasm),atp_c + h2o_c + crn__D_p <-> adp_c + crn__D_c + h_c + pi_c
CRNt2rpp,S_Transport__Inner_Membrane,L-carnitine outward transport (H+ antiport),crn_p + h_p <-> crn_c + h_c
CRNt8pp,S_Transport__Inner_Membrane,L-carnitine/D-carnitine antiporter (periplasm),crn__D_c + crn_p <-> crn_c + crn__D_p
CRNtex,S_Transport__Outer_Membrane_Porin,L-carnitine transport via diffusion (extracellular to periplasm),crn_e <-> crn_p
CS,S_Citric_Acid_Cycle,Citrate synthase,accoa_c + h2o_c + oaa_c <-> cit_c + coa_c + h_c
CSND,S_Nucleotide_Salvage_Pathway,Cytosine deaminase,csn_c + h_c + h2o_c <-> nh4_c + ura_c
CSNt2pp,S_Transport__Inner_Membrane,Cytosine transport in via proton symport (periplasm),csn_p + h_p <-> csn_c + h_c
CTBTabcpp,S_Transport__Inner_Membrane,Crotonobetaine transport via ABC system (periplasm),atp_c + h2o_c + ctbt_p <-> adp_c + ctbt_c + h_c + pi_c
CTBTt2rpp,S_Transport__Inner_Membrane,Cronobetaine outward transport (H+ antiport),ctbt_p + h_p <-> ctbt_c + h_c
CU1Opp,S_Inorganic_Ion_Transport_and_Metabolism,Cuprous Oxidase (Cu+1),4.0 cu_p + 4.0 h_p + o2_p <-> 4.0 cu2_p + 2.0 h2o_p
CU2tex,S_Transport__Outer_Membrane_Porin,Copper (Cu+2) transport via diffusion (extracellular to periplasm),cu2_e <-> cu2_p
CU2tpp,S_Inorganic_Ion_Transport_and_Metabolism,Copper transport in via permease (no H+),cu2_p <-> cu2_c
CYANST,S_Unassigned,Cyanide sulfurtransferase,cyan_c + tsul_c <-> h_c + so3_c + tcynt_c
CYNTAH,S_Nitrogen_Metabolism,Cyanate aminohydrolase,cynt_c + 3.0 h_c + hco3_c <-> 2.0 co2_c + nh4_c
CYNTtex,S_Transport__Outer_Membrane_Porin,Cyanate transport via diffusion (extracellular to periplasm),cynt_e <-> cynt_p
CYSDabcpp,S_Transport__Inner_Membrane,D-cysteine uptake via ABC system (periplasm),atp_c + h2o_c + cys__D_p <-> adp_c + cys__D_c + h_c + pi_c
CYSDtex,S_Transport__Outer_Membrane_Porin,D-cysteine transport via diffusion (extracellular to periplasm),cys__D_e <-> cys__D_p
CYSTL,S_Methionine_Metabolism,Cystathionine b-lyase,cyst__L_c + h2o_c <-> hcys__L_c + nh4_c + pyr_c
CYSTRS,S_tRNA_Charging,Cysteinyl-tRNA synthetase,atp_c + cys__L_c + trnacys_c <-> amp_c + cystrna_c + ppi_c
CYSabc2pp,S_Transport__Inner_Membrane,L-cysteine export via ABC system (cytoplasm to periplasm),atp_c + cys__L_c + h2o_c <-> adp_c + h_c + pi_c + cys__L_p
CYStpp,S_Transport__Inner_Membrane,L-cysteine export via facilitated transport,cys__L_c <-> cys__L_p
CYTD,S_Nucleotide_Salvage_Pathway,Cytidine deaminase,cytd_c + h_c + h2o_c <-> nh4_c + uri_c
D_LACt2pp,S_Transport__Inner_Membrane,D-lactate transport via proton symport (periplasm),h_p + lac__D_p <-> h_c + lac__D_c
D_LACtex,S_Transport__Outer_Membrane_Porin,D-lactate transport via diffusion (extracellular to periplasm),lac__D_e <-> lac__D_p
DADNt2pp,S_Transport__Inner_Membrane,Deoxyadenosine transport in via proton symport (periplasm),dad_2_p + h_p <-> dad_2_c + h_c
DAGK140,S_Glycerophospholipid_Metabolism,Diacylglycerol kinase (n-C14:0),12dgr140_c + atp_c <-> adp_c + h_c + pa140_c
DAGK160,S_Glycerophospholipid_Metabolism,Diacylglycerol kinase (n-C16:0),12dgr160_c + atp_c <-> adp_c + h_c + pa160_c
DALAt2pp,S_Transport__Inner_Membrane,D-alanine transport in via proton symport (periplasm),ala__D_p + h_p <-> ala__D_c + h_c
DAMPtex,S_Transport__Outer_Membrane_Porin,DAMP transport via diffusion (extracellular to periplasm),damp_e <-> damp_p
DAPDC,S_Threonine_and_Lysine_Metabolism,Diaminopimelate decarboxylase,26dap__M_c + h_c <-> co2_c + lys__L_c
DAPabcpp,S_Transport__Inner_Membrane,M-diaminopimelic acid ABC transport (periplasm),atp_c + h2o_c + 26dap__M_p <-> 26dap__M_c + adp_c + h_c + pi_c
DAPtex,S_Transport__Outer_Membrane_Porin,"1,5-Diaminopentane transport via diffusion (extracellular to periplasm)",15dap_e <-> 15dap_p
DASYN140,S_Glycerophospholipid_Metabolism,CDP-diacylglycerol synthetase (n-C14:0),ctp_c + h_c + pa140_c <-> cdpdtdecg_c + ppi_c
DASYN161,S_Glycerophospholipid_Metabolism,CDP-diacylglycerol synthetase (n-C16:1),ctp_c + h_c + pa161_c <-> cdpdhdec9eg_c + ppi_c
DATPHs,S_Nucleotide_Salvage_Pathway,DATP amine hydrolysis (spontaneous),datp_c + h_c + h2o_c <-> ditp_c + nh4_c
DCAtex,S_Transport__Outer_Membrane_Porin,Decanoate transport via diffusion (extracellular to periplasm),dca_e <-> dca_p
DCMPtex,S_Transport__Outer_Membrane_Porin,DCMP transport via diffusion (extracellular to periplasm),dcmp_e <-> dcmp_p
DCTPD,S_Nucleotide_Salvage_Pathway,DCTP deaminase,dctp_c + h_c + h2o_c <-> dutp_c + nh4_c
DCYTD,S_Nucleotide_Salvage_Pathway,Deoxycytidine deaminase,dcyt_c + h_c + h2o_c <-> duri_c + nh4_c
DCYTt2pp,S_Transport__Inner_Membrane,Deoxycytidine transport in via proton symport (periplasm),dcyt_p + h_p <-> dcyt_c + h_c
DDCAtexi,S_Transport__Outer_Membrane,Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm),ddca_e <-> ddca_p
DDGLCNt2rpp,S_Transport__Inner_Membrane,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)",2ddglcn_p + h_p <-> 2ddglcn_c + h_c
DDGLCNtex,S_Transport__Outer_Membrane_Porin,2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm),2ddglcn_e <-> 2ddglcn_p
DDGLK,S_Alternate_Carbon_Metabolism,2-dehydro-3-deoxygluconokinase,2ddglcn_c + atp_c <-> 2ddg6p_c + adp_c + h_c
DGK1,S_Nucleotide_Salvage_Pathway,Deoxyguanylate kinase (dGMP:ATP),atp_c + dgmp_c <-> adp_c + dgdp_c
DGMPtex,S_Transport__Outer_Membrane_Porin,DGMP transport via diffusion (extracellular to periplasm),dgmp_e <-> dgmp_p
DHAD1,S_Valine__Leucine__and_Isoleucine_Metabolism,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c <-> 3mob_c + h2o_c
DHAtex,S_Transport__Outer_Membrane_Porin,Dihydroxyacetone transport via diffusion (extracellular to periplasm),dha_e <-> dha_p
DHBD,S_Cofactor_and_Prosthetic_Group_Biosynthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",23ddhb_c + nad_c <-> 23dhb_c + h_c + nadh_c
DHCIND,S_Alternate_Carbon_Metabolism,"2,3-dihydroxycinnamate dehydrogenase",cenchddd_c + nad_c <-> dhcinnm_c + h_c + nadh_c
DHCINDO,S_Alternate_Carbon_Metabolism,"2,3-dihydroxycinnamate 1,2-dioxygenase",dhcinnm_c + o2_c <-> h_c + hkntd_c
DHFR,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Dihydrofolate reductase,dhf_c + h_c + nadph_c <-> nadp_c + thf_c
DHFS,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Dihydrofolate synthase,atp_c + dhpt_c + glu__L_c <-> adp_c + dhf_c + h_c + pi_c
DHNAOT4,S_Cofactor_and_Prosthetic_Group_Biosynthesis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",dhna_c + h_c + octdp_c <-> 2dmmql8_c + co2_c + ppi_c
DHORD2,S_Purine_and_Pyrimidine_Biosynthesis,Dihydoorotic acid dehydrogenase (quinone8),dhor__S_c + q8_c <-> orot_c + q8h2_c
DHPPDA2,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),25drapp_c + h_c + h2o_c <-> 5apru_c + nh4_c
DHPTPE,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Dihydroneopterin triphosphate 2'-epimerase,ahdt_c <-> dhmptp_c
DHQS,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,3-dehydroquinate synthase,2dda7p_c <-> 3dhq_c + pi_c
DKGLCNR1,S_Alternate_Carbon_Metabolism,"2,5-diketo-D-gluconate reductase",25dkglcn_c + h_c + nadph_c <-> 2dhguln_c + nadp_c
DKGLCNR2x,S_Alternate_Carbon_Metabolism,"2,5-diketo-D-gluconate reductase (NADH)",25dkglcn_c + h_c + nadh_c <-> 5dglcn_c + nad_c
DKGLCNR2y,S_Alternate_Carbon_Metabolism,"2,5-diketo-D-gluconate reductase (NADPH)",25dkglcn_c + h_c + nadph_c <-> 5dglcn_c + nadp_c
DMATT,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Dimethylallyltranstransferase,dmpp_c + ipdp_c <-> grdp_c + ppi_c
DMSOR1,S_Oxidative_Phosphorylation,Dimethyl sulfoxide reductase (Menaquinol 8),dmso_c + mql8_c <-> dms_c + h2o_c + mqn8_c
DMSOR1pp,S_Oxidative_Phosphorylation,Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm),mql8_c + dmso_p <-> mqn8_c + dms_p + h2o_p
DMSOR2,S_Oxidative_Phosphorylation,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),2dmmql8_c + dmso_c <-> 2dmmq8_c + dms_c + h2o_c
DMSOR2pp,S_Oxidative_Phosphorylation,Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm),2dmmql8_c + dmso_p <-> 2dmmq8_c + dms_p + h2o_p
DMSOtex,S_Transport__Outer_Membrane_Porin,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),dmso_e <-> dmso_p
DPR,S_Cofactor_and_Prosthetic_Group_Biosynthesis,2-dehydropantoate 2-reductase,2dhp_c + h_c + nadph_c <-> nadp_c + pant__R_c
DSBAO1,S_Unassigned,DsbA protein reoxidation reaction (aerobic),q8_c + dsbard_p <-> q8h2_c + dsbaox_p
DSBAO2,S_Unassigned,DsbA protein reoxidation reaction (anaerobic),mqn8_c + dsbard_p <-> mql8_c + dsbaox_p
DSBGGT,S_Unassigned,DsbG:glutathione thiotransferase,dsbgox_p + 2.0 gthrd_p <-> dsbgrd_p + gthox_p
DSERDHr,S_Glycine_and_Serine_Metabolism,D-serine dehydrogenase,nadp_c + ser__D_c <-> 2amsa_c + h_c + nadph_c
DTMPK,S_Nucleotide_Salvage_Pathway,DTMP kinase,atp_c + dtmp_c <-> adp_c + dtdp_c
DTMPtex,S_Transport__Outer_Membrane_Porin,DTMP transport via diffusion (extracellular to periplasm),dtmp_e <-> dtmp_p
DURIK1,S_Nucleotide_Salvage_Pathway,Deoxyuridine kinase (ATP:Deoxyuridine),atp_c + duri_c <-> adp_c + dump_c + h_c
DURIt2pp,S_Transport__Inner_Membrane,Deoxyuridine transport in via proton symport (periplasm),duri_p + h_p <-> duri_c + h_c
DURItex,S_Transport__Outer_Membrane,Deoxyuridine transport via diffusion (extracellular to periplasm),duri_e <-> duri_p
DUTPDP,S_Nucleotide_Salvage_Pathway,DUTP diphosphatase,dutp_c + h2o_c <-> dump_c + h_c + ppi_c
DXPRIi,S_Cofactor_and_Prosthetic_Group_Biosynthesis,1-deoxy-D-xylulose reductoisomerase,dxyl5p_c + h_c + nadph_c <-> 2me4p_c + nadp_c
E4PD,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Erythrose 4-phosphate dehydrogenase,e4p_c + h2o_c + nad_c <-> 4per_c + 2.0 h_c + nadh_c
EAR100x,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0),h_c + nadh_c + tdec2eACP_c <-> dcaACP_c + nad_c
EAR100y,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0),h_c + nadph_c + tdec2eACP_c <-> dcaACP_c + nadp_c
EAR120y,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0),h_c + nadph_c + tddec2eACP_c <-> ddcaACP_c + nadp_c
EAR140y,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0),h_c + nadph_c + tmrs2eACP_c <-> myrsACP_c + nadp_c
EAR141x,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1),h_c + nadh_c + t3c7mrseACP_c <-> nad_c + tdeACP_c
EAR161x,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1),h_c + nadh_c + t3c9palmeACP_c <-> hdeACP_c + nad_c
EAR161y,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1),h_c + nadph_c + t3c9palmeACP_c <-> hdeACP_c + nadp_c
EAR180x,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0),h_c + nadh_c + toctd2eACP_c <-> nad_c + ocdcaACP_c
EAR180y,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0),h_c + nadph_c + toctd2eACP_c <-> nadp_c + ocdcaACP_c
EAR181x,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1),h_c + nadh_c + t3c11vaceACP_c <-> nad_c + octeACP_c
EAR181y,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1),h_c + nadph_c + t3c11vaceACP_c <-> nadp_c + octeACP_c
EAR40y,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0),but2eACP_c + h_c + nadph_c <-> butACP_c + nadp_c
EAR60y,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0),h_c + nadph_c + thex2eACP_c <-> hexACP_c + nadp_c
EAR80y,S_Cell_Envelope_Biosynthesis,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0),h_c + nadph_c + toct2eACP_c <-> nadp_c + ocACP_c
ECA4OALpp,S_Lipopolysaccharide_Biosynthesis__Recycling,Enterobacterial common antigen (x4) O-antigen ligase (periplasm),colipa_p + eca4und_p <-> eca4colipa_p + h_p + udcpdp_p
ECAP2pp,S_Lipopolysaccharide_Biosynthesis__Recycling,Enterobacterial common antigen polymerase (periplasm),eca2und_p + unagamuf_p <-> eca3und_p + h_p + udcpdp_p
ECAP3pp,S_Lipopolysaccharide_Biosynthesis__Recycling,Enterobacterial common antigen polymerase (periplasm),eca3und_p + unagamuf_p <-> eca4und_p + h_p + udcpdp_p
ECAtpp,S_Lipopolysaccharide_Biosynthesis__Recycling,"Enterobacterial common antigen transferase (flippase, cytoplasm to periplasm)",unagamuf_c <-> unagamuf_p
ECOAH1,S_Membrane_Lipid_Metabolism,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),3hbcoa_c <-> b2coa_c + h2o_c
ECOAH2,S_Membrane_Lipid_Metabolism,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),3hhcoa_c <-> h2o_c + hx2coa_c
ECOAH4,S_Membrane_Lipid_Metabolism,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),3hdcoa_c <-> dc2coa_c + h2o_c
ECOAH6,S_Membrane_Lipid_Metabolism,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),3htdcoa_c <-> h2o_c + td2coa_c
ECOAH8,S_Membrane_Lipid_Metabolism,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),3hodcoa_c <-> h2o_c + od2coa_c
EDTXS1,S_Lipopolysaccharide_Biosynthesis__Recycling,Endotoxin Synthesis (lauroyl transferase),ddcaACP_c + kdo2lipid4_c <-> ACP_c + kdo2lipid4L_c
EDTXS3,S_Lipopolysaccharide_Biosynthesis__Recycling,Endotoxin Synthesis (palmitoleoyl ACP),hdeACP_c + kdo2lipid4_c <-> ACP_c + kdo2lipid4p_c
EDTXS4,S_Lipopolysaccharide_Biosynthesis__Recycling,Endotoxin Synthesis (myristoyl transferase),kdo2lipid4p_c + myrsACP_c <-> ACP_c + lipa_cold_c
ENTERES,S_Inorganic_Ion_Transport_and_Metabolism,Enterochelin Esterase,enter_c + 3.0 h2o_c <-> 3.0 23dhbzs_c + 3.0 h_c
ENTERES2,S_Inorganic_Ion_Transport_and_Metabolism,Enterochelin Esterase (Fe containing),feenter_c + 3.0 h2o_c <-> 3.0 23dhbzs_c + fe3_c + 3.0 h_c
ETHAAL,S_Cell_Envelope_Biosynthesis,Ethanolamine ammonia-lyase,etha_c <-> acald_c + nh4_c
ETHAt2pp,S_Transport__Inner_Membrane,Ethanolamine transport in via proton symport,etha_p + h_p <-> etha_c + h_c
ETHAtex,S_Transport__Outer_Membrane_Porin,Ethanolamine transport via diffusion (extracellular),etha_e <-> etha_p
ETOHtex,S_Transport__Outer_Membrane_Porin,Ethanol transport via diffusion (extracellular to periplasm),etoh_e <-> etoh_p
F6PA,S_GlycolysisGluconeogenesis,Fructose 6-phosphate aldolase,f6p_c <-> dha_c + g3p_c
FA100ACPHi,S_Cell_Envelope_Biosynthesis,Fatty-acyl-ACP hydrolase,dcaACP_c + h2o_c <-> ACP_c + dca_c + h_c
FA140ACPHi,S_Cell_Envelope_Biosynthesis,Fatty-acyl-ACP hydrolase,h2o_c + myrsACP_c <-> ACP_c + h_c + ttdca_c
FA141ACPHi,S_Cell_Envelope_Biosynthesis,Fatty-acyl-ACP hydrolase,h2o_c + tdeACP_c <-> ACP_c + h_c + ttdcea_c
FA160ACPHi,S_Cell_Envelope_Biosynthesis,Fatty-acyl-ACP hydrolase,h2o_c + palmACP_c <-> ACP_c + h_c + hdca_c
FA161ACPHi,S_Cell_Envelope_Biosynthesis,Fatty-acyl-ACP hydrolase,h2o_c + hdeACP_c <-> ACP_c + h_c + hdcea_c
FACOAE100,S_Cell_Envelope_Biosynthesis,Fatty-acid-CoA thioesterase (decanoate),dcacoa_c + h2o_c <-> coa_c + dca_c + h_c
FACOAE140,S_Cell_Envelope_Biosynthesis,Fatty-acid-CoA thioesterase (tetradecanoate),h2o_c + tdcoa_c <-> coa_c + h_c + ttdca_c
FACOAE160,S_Cell_Envelope_Biosynthesis,Fatty-acid-CoA thioesterase (hexadecanoate),h2o_c + pmtcoa_c <-> coa_c + h_c + hdca_c
FACOAE180,S_Cell_Envelope_Biosynthesis,Fatty-acid-CoA thioesterase (octadecanoate),h2o_c + stcoa_c <-> coa_c + h_c + ocdca_c
FACOAE181,S_Cell_Envelope_Biosynthesis,Fatty-acid-CoA thioesterase (octadecenoate),h2o_c + odecoa_c <-> coa_c + h_c + ocdcea_c
FACOAE60,S_Cell_Envelope_Biosynthesis,Fatty-acid-CoA thioesterase (hexanoate),h2o_c + hxcoa_c <-> coa_c + h_c + hxa_c
FACOAE80,S_Cell_Envelope_Biosynthesis,Fatty-acid-CoA thioesterase (octanoate),h2o_c + occoa_c <-> coa_c + h_c + octa_c
FACOAL100t2pp,S_Cell_Envelope_Biosynthesis,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),atp_c + coa_c + dca_p + h_p <-> amp_c + dcacoa_c + h_c + ppi_c
FACOAL161t2pp,S_Cell_Envelope_Biosynthesis,Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_p + hdcea_p <-> amp_c + h_c + hdcoa_c + ppi_c
FACOAL180t2pp,S_Cell_Envelope_Biosynthesis,Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_p + ocdca_p <-> amp_c + h_c + ppi_c + stcoa_c
FADRx2,S_Cofactor_and_Prosthetic_Group_Biosynthesis,FAD reductase,fad_c + h_c + nadph_c <-> fadh2_c + nadp_c
